Z,N,symb, half_life [s], decay, decay %, decay, decay %, decay, decay %,Binding/A
86,130,Rn,0.000045,A,100, , , , ,7758.657
86,131,Rn,0.00054,A,100, , , , ,7744.403
86,132,Rn,0.035,A,100, , , , ,7738.752
86,133,Rn,3.96,A,100, , , , ,7723.777
86,134,Rn,55.6,A,100, , , , ,7717.254
86,135,Rn,1500,B-,78,A,22, , ,7701.393
86,136,Rn,330350.4,A,100, , , , ,7694.497
86,137,Rn,1458,B-,100, , , , ,7678.171
86,138,Rn,6420,B-,100, , , , ,7670.751
86,139,Rn,279.6,B-,100, , , , ,7654.357
86,140,Rn,444,B-,100, , , , ,7646.41
86,141,Rn,20.2,B-,100, , , , ,7630.05
86,142,Rn,65,B-,100, , , , ,7621.645
86,143,RN,12,B-,100, , , , ,7605.622
87,110,Fr,0.0006,A,100, , , , ,7673.763
87,111,Fr,0.015,A,100, , , , ,7679.205
87,112,Fr,0.012,A,0,EC+B+, , , ,7695.259
87,113,Fr,0.049,A,100, , , , ,7700.334
87,114,Fr,0.062,A,100, , , , ,7714.836
87,115,Fr,0.3,A,100, , , , ,7719.038
87,116,Fr,0.55,A,100, , , , ,7731.708
87,117,Fr,1.8,A,92,EC+B+,8, , ,7734.692
87,118,Fr,3.92,A,100, , , , ,7745.686
87,119,Fr,16,A,84,EC,16, , ,7746.94
87,120,Fr,14.8,A,95,EC+B+,5, , ,7756.246
87,121,Fr,59.1,A,89,EC+B+,11, , ,7756.903
87,122,Fr,50.5,A,89,EC+B+,11, , ,7763.688
87,123,Fr,190.8,A,60,EC+B+,40, , ,7763.075
87,124,Fr,186,A,80,EC,20, , ,7768.36
87,125,Fr,1200,EC+B+,57,A,43, , ,7766.845
87,126,Fr,34.82,A,99.44,EC+B+,0.56, , ,7768.447
87,127,Fr,0.005,A,100, , , , ,7757.74
87,128,Fr,0.000000086,A,100, , , , ,7753.26
87,129,Fr,0.0000007,A,100,EC,0.0000002, , ,7742.451
87,130,Fr,0.000022,A,100, , , , ,7737.775
87,131,Fr,0.001,A,100, , , , ,7726.715
87,132,Fr,0.02,A,100, , , , ,7721.171
87,133,Fr,27.4,A,99.65,B-,0.35, , ,7709.742
87,134,Fr,294,A,100,B-,0.1, , ,7703.256
87,135,Fr,852,B-,100, , , , ,7690.947
87,136,Fr,1320,B-,99.994,A,0.006, , ,7683.664
87,137,Fr,199.8,B-,100, , , , ,7670.367
87,138,Fr,237,B-,100, , , , ,7662.94
87,139,Fr,49,B-,100, , , , ,7648.376
87,140,Fr,148.2,B-,100, , , , ,7640.715
87,141,Fr,38,B-,100, , , , ,7626.368
87,142,Fr,50.2,B-,100, , , , ,7618.337
87,143,Fr,19.1,B-,100, , , , ,7603.704
87,144,Fr,17.6,B-,100, , , , ,7594.5
87,145,Fr,5.5,B-,100, , , , ,7579.347
87,146,FR,0.9,B-,100,B-N, , , ,7569.239
88,113,RA,0.0016,A,100,EC+B+, , , ,7669.41
88,114,Ra,0.016,A,100, , , , ,7685.568
88,115,Ra,0.031,A,100, , , , ,7689.503
88,116,Ra,0.057,A,100, , , , ,7704.144
88,117,Ra,0.21,A,100,EC+B+, , , ,7706.998
88,118,Ra,0.24,A,100, , , , ,7719.802
88,119,Ra,1.35,A,86,EC+B+,14, , ,7721.602
88,120,Ra,1.3,A,95,EC+B+,5, , ,7732.017
88,121,Ra,4.8,A,100, , , , ,7733.017
88,122,Ra,3.7,A,96,EC+B+,4, , ,7741.368
88,123,Ra,13,A,93,EC+B+,7, , ,7741.087
88,124,Ra,13,A,85,EC+B+,15, , ,7747.508
88,125,Ra,163.8,A,80,EC+B+,20, , ,7746.472
88,126,Ra,2.46,A,99.941,EC,0.059, , ,7749.171
88,127,Ra,0.00166,A,100, , , , ,7739.316
88,128,Ra,0.000000182,A,100,EC,0.00000001, , ,7737.347
88,129,Ra,0.0000016,A,100, , , , ,7726.911
88,130,Ra,0.0000252,A,100, , , , ,7724.998
88,131,Ra,0.01,A,100, , , , ,7714.053
88,132,Ra,0.018,A,100, , , , ,7711.696
88,133,Ra,28,A,100, , , , ,7701.135
88,134,Ra,38,A,100,14C,0.00000003, , ,7696.692
88,135,Ra,987552,A,100,14C,0.000000089,14C,0.000000077,7685.309
88,136,Ra,313796.16,A,100,14C,0.000000004, , ,7679.922
88,137,Ra,1287360,B-,100,A,0.026, , ,7667.586
88,138,Ra,50491081559.3472,A,100,14C,3.2E-09, , ,7661.962
88,139,Ra,2532,B-,100, , , , ,7648.303
88,140,Ra,181452324.353904,B-,100, , , , ,7642.428
88,141,Ra,240,B-,100,A,100, , ,7628.485
88,142,Ra,5580,B-,100, , , , ,7621.914
88,143,Ra,104,B-,100, , , , ,7607.841
88,144,Ra,252,B-,100, , , , ,7600.009
88,145,Ra,30,B-,100, , , , ,7585.564
88,146,Ra,30,B-,100, , , , ,7576.543
89,116,Ac,0.02,A,100, , , , ,7662.851
89,117,Ac,0.022,A,100, , , , ,7667.879
89,118,Ac,0.027,A,100, , , , ,7681.099
89,119,Ac,0.095,A,99,EC,1, , ,7684.865
89,120,Ac,0.087,A,100, , , , ,7695.85
89,121,Ac,0.35,A,100,EC+B+, , , ,7697.896
89,122,Ac,0.21,A,100,EC+B+,0.2, , ,7707.189
89,123,Ac,0.93,A,57,EC,43, , ,7708.552
89,124,Ac,0.738,A,100, , , , ,7715.526
89,125,Ac,8.2,A,89,EC,11, , ,7715.837
89,126,Ac,0.17,A,99.91,EC+B+,0.09, , ,7719.413
89,127,Ac,0.00044,A,100, , , , ,7711.256
89,128,Ac,0.000000069,A,100,EC+B+,2, , ,7710.338
89,129,Ac,0.00000108,A,100, , , , ,7702.177
89,130,Ac,0.0000118,A,100, , , , ,7700.549
89,131,Ac,0.0264,A,100,EC,0.0005, , ,7692.351
89,132,Ac,0.052,A,100, , , , ,7690.539
89,133,Ac,5,A,99,EC+B+,1, , ,7682.802
89,134,Ac,126,A,99,EC,1, , ,7679.143
89,135,Ac,10008,EC,90.9,A,9.1, , ,7670.143
89,136,Ac,857113.92,A,100, , , , ,7665.69
89,137,Ac,105732,B-,83,EC,17,A,0.006,7655.662
89,138,Ac,687057392.318817,B-,98.62,A,1.38, , ,7650.707
89,139,Ac,22140,B-,100, , , , ,7639.196
89,140,Ac,3762,B-,100, , , , ,7633.244
89,141,Ac,122,B-,100, , , , ,7621.46
89,142,Ac,450,B-,100, , , , ,7615.076
89,143,Ac,119,B-,100, , , , ,7602.424
89,144,Ac,145,B-,100, , , , ,7595.193
89,145,Ac,44,B-,100, , , , ,7582.129
89,146,AC,62,B-, , , , , ,7573.504
89,147,Ac,72,B-, , , , , ,7559.242
90,118,TH,0.0017,A,100, , , , ,7652.592
90,119,Th,0.0025,A,100, , , , ,7656
90,120,Th,0.016,A,100,EC+B+, , , ,7669.076
90,121,Th,0.037,A, ,EC+B+, , , ,7671.69
90,122,Th,0.0317,A,100,EC+B+,0.3, , ,7682.062
90,123,Th,0.144,A,100, , , , ,7683.846
90,124,Th,0.087,A,100, , , , ,7692.317
90,125,Th,1.2,A,100, , , , ,7693.025
90,126,Th,0.026,A,100,EC+B+,0.01, , ,7697.662
90,127,Th,0.000252,A,100, , , , ,7690.594
90,128,Th,0.000000117,A,100, , , , ,7691.602
90,129,Th,0.00000105,A,100, , , , ,7683.725
90,130,Th,0.0000097,A,100,EC,0.0000002, , ,7684.589
90,131,Th,0.00174,A,100, , , , ,7676.061
90,132,Th,0.00224,A,100, , , , ,7676.658
90,133,Th,0.6,A,100, , , , ,7668.64
90,134,Th,1.04,A,100, , , , ,7667.724
90,135,Th,525,A,90,EC,10, , ,7659.222
90,136,Th,1834.2,A,100, , , , ,7657.119
90,137,Th,1615420.8,A,100, , , , ,7647.458
90,138,Th,60324219.6930301,A,100, , , , ,7645.08
90,139,Th,248668576679.785,A,100, , , , ,7634.65
90,140,Th,2379392218484.24,A,100,24Ne,5.8E-11,SF,4E-12,7630.996
90,141,Th,91872,B-,100,A,4E-11, , ,7620.118
90,142,Th,4.41796963644288E+017,A,100,SF,1.1E-09, , ,7615.033
90,143,Th,1309.8,B-,100, , , , ,7602.893
90,144,Th,2082240,B-,100, , , , ,7596.855
90,145,Th,432,B-,100, , , , ,7584.385
90,146,Th,2238,B-,100, , , , ,7576.968
90,147,Th,288,B-,100, , , , ,7563.443
90,148,Th,564,B-,100, , , , ,7555
91,120,Pa,0.0000003,P, ,EC+B+, ,A, ,7629
91,121,Pa,0.0051,A,100, , , , ,7633.643
91,122,Pa,0.0053,A,100, , , , ,7644.762
91,123,Pa,0.017,A,100, , , , ,7647.583
91,124,Pa,0.014,A,100, , , , ,7657.096
91,125,Pa,0.15,A,98,EC,2, , ,7659.314
91,126,Pa,0.0038,A,100, , , , ,7664.58
91,127,Pa,0.000113,A,100, , , , ,7659.036
91,128,Pa,0.000000053,A,100, , , , ,7661.574
91,129,Pa,0.00000078,A,100,EC+B+,0.0000003, , ,7656
91,130,Pa,0.0000059,A,100, , , , ,7656.974
91,131,Pa,0.0029,A,100, , , , ,7651
91,132,Pa,0.0051,A,100, , , , ,7651.971
91,133,Pa,0.846,A,100, , , , ,7646.961
91,134,Pa,1.7,A,100, , , , ,7646.72
91,135,Pa,108,A,74,EC+B+,26, , ,7641.11
91,136,Pa,2298,A,85,EC,15, , ,7639.49
91,137,Pa,79200,EC+B+,98.15,A,1.85, , ,7632.207
91,138,Pa,129600,EC,99.52,A,0.48, , ,7629.874
91,139,Pa,1503360,EC+B+,92.2,B-,7.8,A,0.0032,7621.895
91,140,Pa,1033804894927.63,A,100,SF,3E-10, , ,7618.426
91,141,Pa,114048,B-,100,EC, , , ,7609.506
91,142,Pa,2330640,B-,100, , , , ,7604.866
91,143,Pa,24120,B-,100, , , , ,7594.683
91,144,Pa,1464,B-,100, , , , ,7588.413
91,145,Pa,546,B-,100,SF,0.00000006, , ,7577.557
91,146,Pa,522,B-,100, , , , ,7570.384
91,147,Pa,136.8,B-,100, , , , ,7558.344
91,148,Pa,6480,B-,100, , , , ,7550
92,123,U,0.0007,A,0,EC+B+, , , ,7620.624
92,124,U,0.0045,A,100, , , , ,7631.307
92,125,U,0.016,A,100,EC+B+, , , ,7634
92,126,U,0.00051,A,100, , , , ,7640.719
92,127,U,0.000042,A,100, , , , ,7636.329
92,129,U,0.00000066,A,100, , , , ,7634.684
92,130,U,0.0000047,A,100, , , , ,7637.764
92,131,U,0.000018,A,100,EC+B+,0.2, , ,7632.694
92,132,U,0.00084,A,100, , , , ,7635.165
92,133,U,0.069,A,100, , , , ,7629.736
92,134,U,0.268,A,100, , , , ,7631.916
92,135,U,66,A,100, , , , ,7626.289
92,136,U,546,A,95,EC,5, , ,7627.466
92,137,U,3480,EC,80,A,20, , ,7620.721
92,138,U,1747872,A,100,22Ne,4.8E-12, , ,7620.922
92,139,U,362880,EC,100,A,0.004, , ,7613.387
92,140,U,2174272199.64939,A,100,24Ne,8.9E-10,SF,2.7E-12,7611.897
92,141,U,5023862615155.05,A,100,24Ne,7.2E-11,SF,6E-11,7603.956
92,142,U,7747225326762.34,A,100,SF,1.64E-09,28Mg,1.4E-11,7600.715
92,143,U,2.22160758861128E+016,A,100,SF,0.000000007,28Mg,8E-10,7590.914
92,144,U,739063206324945,A,100,SF,0.000000094, , ,7586.484
92,145,U,583372.8,B-,100, , , , ,7576.102
92,146,U,1.40996345254477E+017,A,100,SF,0.0000545, , ,7570.125
92,147,U,1407,B-,100, , , , ,7558.561
92,148,U,50760,B-,100, , , , ,7551.77
92,150,U,1008,B-,100, , , , ,7532
93,126,Np,0.000005,A,100, , , , ,7604.583
93,132,Np,0.0036,A,100,EC+B+, , , ,7607.557
93,133,Np,0.035,A,100, , , , ,7604
93,134,Np,0.51,A,100, , , , ,7607.351
93,135,Np,61.4,EC,60,A,40, , ,7604.853
93,136,Np,240,A,68,EC,32, , ,7606.086
93,137,Np,276,EC+B+,97,A,3, , ,7601.776
93,138,Np,2928,EC,98,A,2, , ,7602.128
93,139,Np,882,EC+B+,100,A,0.0002, , ,7597
93,140,Np,2172,EC,100,A,0.001, , ,7596.181
93,141,Np,380160,EC+B+,100, , , , ,7589.637
93,142,Np,34223040,EC,99.9974,A,0.0026, , ,7587.056
93,143,Np,4828209674112.58,EC,86.3,B-,13.5,A,0.16,7579.214
93,144,Np,67658049289525.3,A,100,SF,2E-10, , ,7574.989
93,145,Np,181353.6,B-,100, , , , ,7566.221
93,146,Np,203558.4,B-,100, , , , ,7560.567
93,147,Np,3714,B-,100, , , , ,7550.173
93,148,Np,834,B-,100, , , , ,7544.27
93,149,Np,132,B-,100, , , , ,7533.403
93,150,Np,111,B-,100, , , , ,7525
93,151,Np,137.4,B-,100, , , , ,7514
94,134,Pu,1.1,A,100, , , , ,7590.493
94,135,Pu,90,A,100, , , , ,7586.88
94,136,Pu,102,A,100, , , , ,7590.991
94,137,Pu,516,EC+B+,90,A,10, , ,7587.12
94,138,Pu,2028,EC,90,A,10, , ,7588.974
94,139,Pu,1254,EC+B+,99.88,A,0.12, , ,7583.796
94,140,Pu,31680,EC,94,A,6, , ,7584.605
94,141,Pu,1518,EC+B+,99.9972,A,0.0028, , ,7578.879
94,142,Pu,90189694.4353839,A,100,SF,0.00000019, , ,7577.918
94,143,Pu,3943296,EC,99.9958,A,0.0042, , ,7570.759
94,144,Pu,2767542407.97172,A,100,SF,0.00000019, , ,7568.36
94,145,Pu,760837485247.413,A,100,SF,3.1E-10, , ,7560.318
94,146,Pu,207044991319.298,A,100,SF,0.0000057,34Si,1.3E-11,7556.042
94,147,Pu,452179192.289929,B-,99.998,A,0.00247,SF,2.4E-14,7546.439
94,148,Pu,11833847240472,A,100,SF,0.00055, , ,7541.327
94,149,Pu,17841.6,B-,100, , , , ,7531.008
94,150,Pu,2.56557808173433E+015,A,99.877,SF,0.123, , ,7524.815
94,151,Pu,37800,B-,100, , , , ,7513.281
94,152,Pu,936576,B-,100, , , , ,7506.539
94,153,Pu,196128,B-,100, , , , ,7494
95,128,Am,0.005,A,100, , , , ,7560
95,134,Am,0.9,A,91,EC+B+,9, , ,7562.702
95,135,AM,31,EC,100,SF, , , ,7562
95,137,Am,79,EC,97,A,3, , ,7564
95,138,Am,192,A,3,EC+B+, , , ,7567
95,139,Am,139.2,EC,100,A, , , ,7564
95,140,Am,618,EC,99.6,A,0.4, , ,7565.154
95,141,Am,216,A, ,EC, , , ,7561
95,142,Am,4416,EC+B+,99.975,A,0.025, , ,7561
95,143,Am,5880,EC+B+,100,A,0.0001, , ,7555.584
95,144,Am,42840,EC,99.99,A,0.01, , ,7553.688
95,145,Am,182880,EC,100,A,0.00019, , ,7547.013
95,146,Am,13651526176.6085,A,100,SF,3.6E-10, , ,7543.278
95,147,Am,57672,B-,82.7,EC,17.3, , ,7534.991
95,148,Am,232385202876.895,A,100,SF,3.7E-09, , ,7530.173
95,149,Am,36360,B-,100, , , , ,7521.308
95,150,Am,7380,B-,100, , , , ,7515.303
95,151,Am,2340,B-,100, , , , ,7505
95,152,Am,1380,B-,100, , , , ,7499
96,138,Cm,51,SF,40,A,40,EC+B+,20,7550.677
96,142,Cm,7920,EC,96.16,A,3.84,SF,0.048,7547.996
96,143,Cm,9720,EC,100,A,0.001, , ,7543.065
96,144,Cm,2332800,A,99.5,EC,0.5,SF,0.0000039,7542.861
96,145,Cm,2833920,EC,99,A,1, , ,7536.848
96,146,Cm,14065920,A,100,SF,0.0000062,34SI,1E-14,7534.503
96,147,Cm,918306545.860627,A,99.71,EC,0.29,SF,5.3E-09,7526.925
96,148,Cm,571495929.399861,A,100,SF,0.000137, , ,7523.952
96,149,Cm,265803987483.988,A,100,SF,0.00000061, , ,7515.767
96,150,Cm,148506893636.43,A,99.97385,SF,0.02615, , ,7511.471
96,151,Cm,492288045203635,A,100, , , , ,7501.931
96,152,Cm,10981810239158,A,91.61,SF,8.39, , ,7496.728
96,153,Cm,3849,B-,100, , , , ,7485.55
96,154,Cm,261922485589.114,SF,74,A,18,B-,8,7478.938
96,155,Cm,1008,B-,100, , , , ,7466.722
96,156,Cm,172800,B-, , , , , ,7460
97,136,Bk,21,A,82,EC+B+,18, , ,7519
97,137,BK,140,A,80,EC,20, , ,7519
97,139,BK,22,EC+B+,100, , , , ,7523
97,141,Bk,144,EC+B+,100, , , , ,7525
97,143,Bk,288,EC+B+,100, , , , ,7523
97,144,Bk,276,A, ,EC+B+, , , ,7524
97,145,Bk,420,EC+B+,100, , , , ,7519
97,146,Bk,16560,EC+B+,99.85,A,0.15, , ,7517.501
97,147,Bk,18072,EC,99.994,A,0.006, , ,7511.475
97,148,Bk,427680,EC,99.88,A,0.12, , ,7509.27
97,149,Bk,155520,EC+B+,100, , , , ,7502.803
97,150,Bk,43548557844.937,A,100, , , , ,7498.94
97,151,Bk,284012333.771328,A, , , , , ,7491
97,152,Bk,28512000,B-,99.99855,A,0.00145,SF,0.000000047,7486.04
97,153,Bk,11563.2,B-,100, , , , ,7475.967
97,154,Bk,3336,B-,100, , , , ,7469.263
97,156,Bk,600,B-, , , , , ,7451
98,139,Cf,2.1,SF,10, , , , ,7503.347
98,140,Cf,0.0211,SF,95,A,5, , ,7509
98,141,Cf,39,A, ,EC, , , ,7507
98,142,Cf,57.6,A,98,SF,2,EC+B+, ,7510.23
98,143,Cf,226.8,EC+B+,75,A,25, , ,7507
98,144,Cf,222,A,80,EC+B+,20,SF,0.014,7509.098
98,145,Cf,642,EC+B+,86,A,14, , ,7505
98,146,Cf,1164,A,100, , , , ,7505.136
98,147,Cf,2700,EC,64.7,A,35.3, , ,7499.663
98,148,Cf,128520,A,100,EC,0.004,SF,0.00024,7499.121
98,149,Cf,11196,EC,99.965,A,0.035, , ,7493.285
98,150,Cf,28814400,A,99.9971,SF,0.0029, , ,7491.043
98,151,Cf,11076481017.0818,A,100,SF,0.0000005, , ,7483.394
98,152,Cf,412764591.747663,A,99.923,SF,0.077, , ,7479.956
98,153,Cf,28338119525.1836,A,100,SF, , , ,7470.5
98,154,Cf,83468069.2027959,A,96.908,SF,3.092, , ,7465.347
98,155,Cf,1538784,B-,99.69,A,0.31, , ,7454.829
98,156,Cf,5227200,SF,99.69,A,0.31, , ,7449.225
98,157,Cf,5100,B-,100, , , , ,7438
98,158,Cf,738,SF,100,A,0.000001, , ,7432
99,141,Es,6,A,70,EC+B+,30, , ,7481
99,142,Es,8,EC+B+, ,A, , , ,7485
99,143,Es,13.5,EC+B+,0,A,0, , ,7483
99,144,Es,21,A,61,EC+B+,39,SF,1,7486
99,145,Es,37,EC,96,A,4, , ,7483
99,146,Es,66,EC,60,A,40, , ,7484
99,147,Es,450,EC+B+,90.1,A,9.9, , ,7480
99,148,Es, , , , , , , ,7480.1
99,149,Es,1440,EC,99.7,A,0.25, , ,7476
99,150,Es,6132,EC+B+,99.43,A,0.57, , ,7474
99,151,Es,30960,EC,97,A,3, , ,7469
99,152,Es,118800,EC,99.5,A,0.5, , ,7465.881
99,153,Es,40754880,A,78,EC,22, , ,7457.242
99,154,Es,1768608,A,100,SF,0.0000087, , ,7452.887
99,155,Es,23820480,A,100,B-,0.000174,SF,0.000003,7443.589
99,156,Es,3438720,B-,92,A,8,SF,0.0041,7437.821
99,157,Es,1524,B-,100, , , , ,7428
99,158,Es,665280,SF, ,B-, , , ,7422
100,141,FM,0.00073,SF,78,A,14,EC,12,7460
100,142,Fm,0.0008,SF,100, , , , ,7465
100,143,Fm,0.231,A,91,EC+B+,10,SF,9,7464
100,144,Fm,0.00312,SF,97,EC,2,A,1,7468
100,145,Fm,4.2,A,100, , , , ,7466
100,146,Fm,1.54,A,93.2,SF,6.8,EC,1.3,7467.97
100,147,Fm,31,A,64,EC+B+,36, , ,7464
100,148,Fm,34.5,A,95,EC,5,SF,0.1,7465.944
100,149,Fm,156,EC+B+,67,A,33, , ,7461.864
100,150,Fm,1800,A,90,EC,10,SF,0.0069,7462.09
100,151,Fm,19080,EC+B+,98.2,A,1.8, , ,7457.02
100,152,Fm,91404,A,99.9977,SF,0.0023, , ,7456.038
100,153,Fm,259200,EC,88,A,12, , ,7448.47
100,154,Fm,11664,A,99.9408,SF,0.0592, , ,7444.792
100,155,Fm,72252,A,100,SF,0.000024, , ,7435.888
100,156,Fm,9426,SF,91.9,A,8.1, , ,7431.78
100,157,Fm,8683200,A,99.79,SF,0.21, , ,7422.194
100,158,Fm,0.00037,SF,100, , , , ,7418
100,159,Fm,1.5,SF,100, , , , ,7407
101,144,Md,0.0009,SF, ,A, , , ,7442
101,145,Md,0.9,A,100,EC, ,SF, ,7441
101,146,Md,1.2,A,99.9,SF,0.1, , ,7444
101,147,Md,7,EC,80,A,20, , ,7442
101,148,Md,21.7,A,60,EC+B+,40, , ,7444
101,149,Md,52,EC,93,A,7, , ,7441
101,150,Md,240,EC+B+,90,A,10, , ,7441.9
101,151,Md,138,EC,100, , , , ,7438
101,152,Md,360,EC+B+,99.3,A,0.7, , ,7438
101,153,Md,600,EC,100, , , , ,7432
101,154,Md,1620,EC,93,A,7, , ,7428.729
101,155,Md,4662,EC,90.8,A,9.2,SF,3,7421
101,156,Md,19872,EC,85,A,15,SF,1,7417.582
101,157,Md,4449600,A,100, , , , ,7409.675
101,158,Md,5760,SF,100,A,1.3, , ,7405
101,159,Md,2747520,SF,42,A,25,EC,23,7396
102,146,No,0.000002,24Mg,100, , , , ,7424
102,148,No,0.0000042,SF,100,A,2, , ,7426
102,149,No,0.8,A,91,SF,0.3,EC+B+, ,7423
102,150,No,2.44,A,66.7,SF,32.2,EC+B+,1.1,7425.798
102,151,No,97.2,A,55,EC+B+,45, , ,7422.471
102,152,No,51,A,90,EC,10,SF,0.17,7423.59
102,153,No,211.2,EC+B+,70,A,30, , ,7417.958
102,154,No,2.91,A,99.47,SF,0.53, , ,7416.546
102,155,No,24.5,A,85,EC,30,SF,1.5,7409.657
102,156,No,0.0012,SF,100, , , , ,7407
102,157,No,3480,A,75,EC+B+,25,SF,10,7399.974
102,158,No,0.106,SF,100, , , , ,7397
102,160,No,0.005,SF,100, , , , ,7385
103,149,Lr,0.36,SF, ,A, ,EC+B+, ,7399
103,150,Lr,0.57,A,98.7,SF,1.3, , ,7403
103,151,Lr,13,A,76,EC,24,SF,0.1,7400
103,152,Lr,31.1,A,99.7,EC,0.3,SF,0.1,7402.576
103,153,Lr,27.9,A,85,EC,15,SF,0.03,7398.16
103,154,Lr,4,A,100,EC,15,SF,0.033,7397
103,155,Lr,3.92,A,97.4,EC,2.6, , ,7392
103,156,Lr,6.2,A,78,SF,22, , ,7390
103,157,Lr,180,A,80,EC,40, , ,7383
103,158,Lr,2340,SF, , , , , ,7381
103,159,Lr,14400,SF,10,A, ,EC+B+, ,7374
103,163,Lr,39600,SF,100, , , , ,7349
